Term,TF,IDF,TF-IDF
аббревиатура,0.000173,1.021651,0.000557
абсолютный,0.000173,0.693147,0.000353
август,0.000173,1.108663,6.9e-05
авиатранспорт,0.000173,3.218876,0.000677
австрия,0.000173,4.60517,0.00024
австро,0.000173,4.60517,0.000399
автомагистраль,0.000173,2.995732,0.000519
автомобиль,0.000173,4.60517,0.000317
автомобильный,0.000346,0.030459,0.000734
автономизация,0.000173,1.609438,0.000677
авторство,0.000173,3.912023,1.6e-05
агентство,0.000173,4.60517,0.000288
адм,0.000173,0.072571,0.000519
административно,0.000346,3.506558,0.000797
административный,0.001732,2.65926,0.002401
адриатик,0.000173,2.995732,0.000677
адриатический,0.000173,4.60517,0.000557
айва,0.000173,1.660731,0.000677
акт,0.000346,0.941609,0.000614
актуальный,0.000173,4.60517,0.000399
акционерный,0.000173,1.108663,0.000607
александр,0.000173,4.60517,0.000177
аллювиальный,0.000346,3.912023,0.001355
алфавит,0.000173,1.514128,0.000353
алфавитустатья,0.000173,4.60517,0.000557
алфавитустрана,0.000173,4.60517,0.000677
англ,0.000346,0.891598,0.00016
анонсировать,0.000173,1.609438,0.000399
апрель,0.00329,0.210721,0.001035
археологический,0.000173,0.527633,0.000519
архив,0.000519,3.912023,0.000531
архивировать,0.00987,2.207275,0.002839
архивный,0.000173,2.302585,9.4e-05
архитектура,0.000173,2.813411,0.000254
ассамблея,0.000519,3.506558,0.000986
атд,0.000173,3.912023,0.000487
база,0.000173,2.65926,0.000208
байрам,0.000346,2.995732,0.001214
балкан,0.000173,2.995732,0.000519
балканский,0.000173,2.407946,0.000399
балканы,0.000173,2.813411,0.000399
банат,0.000173,3.506558,0.000519
бановина,0.000866,2.302585,0.002787
банович,0.000173,2.120264,0.000677
баня,0.002944,3.218876,0.007828
бар,0.000173,0.867501,0.00046
бараний,0.000173,1.771957,0.000607
бардача,0.000173,2.040221,0.000677
бассейн,0.000693,3.218876,0.001469
безопасность,0.000693,2.65926,0.000768
безработица,0.000346,0.328504,0.001037
безработный,0.000346,2.995732,0.001214
белград,0.000173,0.916291,0.000417
беллуно,0.000173,0.040822,0.000677
белый,0.000173,2.120264,0.000203
бельгия,0.000173,1.714798,0.000417
беркович,0.000173,2.302585,0.000677
беспрепятственный,0.000173,4.60517,0.000677
библиографический,0.000173,4.60517,0.00011
библиотека,0.000173,4.60517,0.00022
биг,0.002251,2.813411,0.006744
биелина,0.001385,0.18633,0.005419
бизнес,0.000173,1.139434,0.000262
билечить,0.000346,1.427116,0.001214
билечко,0.000173,2.207275,0.000677
билтен,0.000173,4.60517,0.000677
битва,0.000173,1.771957,0.000214
бих,0.000173,2.407946,0.000677
бихач,0.000173,0.051293,0.000607
благодаря,0.000173,2.65926,0.000187
благородный,0.000173,1.386294,0.000519
близ,0.000346,2.407946,0.000614
блик,0.000173,1.237874,0.000519
бог,0.000173,0.71335,0.000353
богатый,0.000173,2.813411,0.000353
боевой,0.000173,1.89712,0.00024
больший,0.001558,1.386294,0.000601
большинство,0.001732,1.89712,0.001502
большой,0.000519,4.60517,0.000311
босанска,0.000173,1.832581,0.000677
босански,0.000173,3.506558,0.000677
босанско,0.000173,0.287682,0.000607
босна,0.000866,2.813411,0.002787
босниец,0.000346,2.995732,0.001214
боснийский,0.002944,3.912023,0.008282
боснийско,0.000173,3.218876,0.000519
босния,0.012121,1.347074,0.02791
босняк,0.001039,3.218876,0.004064
