Term,TF,IDF,TF-IDF
аварийный,0.001879,1.69897,0.003192
авария,0.001879,1.154902,0.00217
авиакомпания,0.000626,1.39794,0.000875
авиапром,0.000626,2.0,0.001252
авиарейс,0.000626,1.522879,0.000954
авто,0.001252,1.39794,0.001751
автобус,0.000626,1.221849,0.000765
автомат,0.000626,1.39794,0.000875
автомобиль,0.000626,0.79588,0.000498
автомобильный,0.001252,0.920819,0.001153
авторский,0.000626,0.886057,0.000555
агент,0.000626,1.09691,0.000687
агитпроп,0.000626,2.0,0.001252
агробизнес,0.000626,2.0,0.001252
агроновость,0.000626,2.0,0.001252
адель,0.000626,2.0,0.001252
администрация,0.000626,0.721246,0.000452
активно,0.000626,0.585027,0.000366
активный,0.000626,0.60206,0.000377
актриса,0.001252,0.823909,0.001032
александра,0.000626,1.522879,0.000954
алексей,0.000626,0.585027,0.000366
алтай,0.000626,2.0,0.001252
америка,0.001252,0.49485,0.00062
амурский,0.000626,1.30103,0.000815
анастасия,0.000626,1.39794,0.000875
ангарский,0.000626,2.0,0.001252
андрис,0.000626,2.0,0.001252
астроном,0.000626,1.154902,0.000723
атом,0.000626,1.69897,0.001064
аудио,0.000626,1.0,0.000626
байка,0.000626,2.0,0.001252
бактерия,0.000626,1.522879,0.000954
баня,0.000626,1.154902,0.000723
батальон,0.000626,0.958607,0.0006
безопасность,0.000626,0.481486,0.000301
бейонс,0.000626,2.0,0.001252
беллуччи,0.000626,2.0,0.001252
бердымухамед,0.000626,1.69897,0.001064
бестселлеррусский,0.000626,2.0,0.001252
бизнес,0.000626,0.657577,0.000412
бизнесвектор,0.000626,2.0,0.001252
билет,0.000626,1.30103,0.000815
бить,0.000626,1.09691,0.000687
благотворитель,0.000626,2.0,0.001252
болезнь,0.001252,0.958607,0.001201
больший,0.000626,0.167491,0.000105
борец,0.000626,1.30103,0.000815
бояться,0.000626,1.09691,0.000687
бразильский,0.000626,1.0,0.000626
браузер,0.000626,1.39794,0.000875
брешь,0.000626,2.0,0.001252
британский,0.000626,0.356547,0.000223
брэд,0.000626,1.69897,0.001064
быть,0.001879,0.337242,0.000634
бюджет,0.000626,0.769551,0.000482
вагон,0.000626,1.154902,0.000723
вариант,0.000626,0.537602,0.000337
ваш,0.001252,0.769551,0.000964
вгтрк,0.001252,1.69897,0.002128
вгтрктвроссия,0.000626,2.0,0.001252
век,0.000626,0.173925,0.000109
вероятность,0.000626,1.30103,0.000815
вертолёт,0.001252,1.045757,0.00131
вести,0.011897,0.552842,0.006577
весь,0.002505,0.229148,0.000574
ветреный,0.000626,2.0,0.001252
вечер,0.001252,1.522879,0.001907
вещь,0.000626,0.886057,0.000555
взгляд,0.000626,0.823909,0.000516
взорвать,0.000626,0.958607,0.0006
взрыв,0.001252,0.744727,0.000933
взрываться,0.000626,2.0,0.001252
взяточник,0.000626,2.0,0.001252
видео,0.004383,0.769551,0.003373
видеоматериал,0.000626,2.0,0.001252
видеть,0.001252,0.79588,0.000997
вирус,0.000626,1.045757,0.000655
владивосток,0.000626,1.30103,0.000815
владимир,0.001879,0.508638,0.000955
власть,0.001879,0.356547,0.00067
внедорожник,0.000626,2.0,0.001252
внешний,0.000626,0.173925,0.000109
вниз,0.000626,1.522879,0.000954
внимание,0.001879,0.657577,0.001235
вода,0.010645,0.638272,0.006794
водитель,0.001252,1.30103,0.001629
водозащитить,0.000626,2.0,0.001252
водосброс,0.005009,2.0,0.010019
