Term,TF,IDF,TF-IDF
абориген,0.000818,1.139434,0.002449
австралийский,0.000818,2.407946,0.001551
автономный,0.000818,1.514128,0.001402
авторство,0.000818,1.139434,7.7e-05
адм,0.000818,2.040221,0.002449
административно,0.001635,1.966113,0.003765
административный,0.002453,2.995732,0.003401
азербайджан,0.000818,1.660731,0.001449
активно,0.000818,2.813411,0.001101
алфавитувикипедия,0.000818,1.514128,0.001358
алфавитусепаратизм,0.000818,2.525729,0.002867
амбазония,0.000818,4.60517,0.002867
америка,0.000818,4.60517,0.000932
аналитик,0.000818,2.65926,0.001969
англ,0.000818,0.127833,0.000378
английский,0.001635,3.218876,0.00154
англичанин,0.000818,2.813411,0.001805
андаманский,0.000818,1.514128,0.003199
андхра,0.000818,1.171183,0.003199
антропологический,0.000818,1.237874,0.002449
араукан,0.000818,2.65926,0.002867
армия,0.004906,0.400478,0.004495
аруначало,0.002453,0.562119,0.009596
ассам,0.006541,3.912023,0.02559
ассамский,0.000818,1.07881,0.003199
ассириец,0.000818,2.120264,0.0023
ассоциация,0.000818,3.218876,0.001668
атд,0.000818,4.60517,0.0023
африка,0.000818,2.207275,0.001238
ахома,0.000818,1.203973,0.003199
аэропорт,0.000818,2.207275,0.001608
бамбуковый,0.000818,2.407946,0.003199
бастер,0.000818,1.771957,0.002867
батальон,0.000818,1.966113,0.001805
белуджистан,0.000818,0.673345,0.002449
бенгалия,0.000818,1.609438,0.003199
библиографический,0.000818,4.60517,0.000519
бихар,0.000818,0.579818,0.003199
боевик,0.003271,0.798508,0.007219
боевой,0.000818,1.660731,0.001134
боец,0.000818,1.966113,0.002065
бойкотировать,0.000818,4.60517,0.002867
больший,0.003271,4.60517,0.001261
большинство,0.000818,4.60517,0.000709
бороться,0.000818,3.218876,0.001883
бригада,0.000818,2.525729,0.001668
британский,0.001635,2.813411,0.001343
бюджет,0.000818,2.65926,0.001449
век,0.004906,0.616186,0.001965
венгр,0.000818,4.60517,0.002174
венд,0.000818,2.407946,0.002867
версия,0.004088,0.71335,0.00021
весь,0.001635,0.083382,0.000863
взимать,0.000818,0.755023,0.002632
викидать,0.000818,1.07881,6.8e-05
викимедиа,0.000818,3.506558,7.7e-05
википедия,0.003271,3.218876,0.000237
викисклад,0.001635,3.218876,0.00047
включать,0.000818,4.60517,0.000907
власть,0.004088,2.407946,0.003356
влияние,0.002453,4.60517,0.002373
внешний,0.001635,2.525729,0.000655
возглавлять,0.001635,1.89712,0.003102
возможный,0.000818,1.660731,0.000882
возникнуть,0.000818,2.207275,0.001071
воин,0.001635,3.218876,0.003102
вокх,0.002453,2.65926,0.009596
вооружённый,0.001635,2.995732,0.002203
восток,0.002453,2.207275,0.00272
восточный,0.002453,1.771957,0.0018
время,0.005724,0.020203,0.000863
всё,0.000818,1.309333,0.00034
входить,0.001635,0.061875,0.001626
выборы,0.000818,1.89712,0.000791
выделение,0.000818,2.207275,0.002065
выделить,0.002453,1.771957,0.003501
высказаться,0.000818,2.302585,0.001668
гавайи,0.000818,1.272966,0.0023
ганесан,0.000818,0.916291,0.003199
географический,0.000818,0.867501,0.001316
география,0.002453,1.347074,0.003948
герой,0.000818,2.040221,0.001101
главнокомандующий,0.000818,3.218876,0.002065
главный,0.000818,0.798508,0.0006
глаз,0.000818,4.60517,0.001668
гоа,0.000818,1.237874,0.003199
говорящий,0.000818,2.120264,0.002632
год,0.021259,1.347074,0.000429
годовой,0.000818,3.218876,0.002065
годувикипедия,0.000818,4.60517,0.001734
головной,0.000818,2.65926,0.001969
гора,0.000818,1.966113,0.001358
горец,0.000818,2.813411,0.002449
горный,0.001635,1.832581,0.002804
город,0.001635,0.653926,0.000891
городской,0.000818,2.813411,0.001134
государстваскрыть,0.000818,2.995732,0.003199
государственный,0.003271,3.912023,0.002076
государство,0.001635,3.218876,0.001038
гражданин,0.000818,2.040221,0.000984
гражданский,0.000818,1.049822,0.000882
граничить,0.000818,0.030459,0.0023
группа,0.002453,2.813411,0.00175
