Term,TF,IDF,TF-IDF
аббревиатура,0.000122,3.912023,0.000394
абрахам,0.000367,3.218876,0.001182
авангард,0.000122,1.427116,0.000326
август,0.003367,0.941609,0.001349
августовский,0.000122,2.407946,0.000429
авиационный,6.1e-05,4.60517,0.000155
авиация,0.000184,1.469676,0.000315
аврора,6.1e-05,1.714798,0.000172
австрийский,0.000184,1.469676,0.000315
австрия,6.1e-05,1.714798,8.5e-05
автомобильный,6.1e-05,2.65926,0.00013
автономный,6.1e-05,4.60517,0.000105
автор,0.000429,0.820981,0.000382
авторство,6.1e-05,4.60517,6e-06
автоспорт,6.1e-05,4.60517,0.00024
агломерация,6.1e-05,3.506558,0.000172
адам,0.000367,2.120264,0.000779
адлерберг,0.000122,2.525729,0.000479
административный,0.000306,3.506558,0.000424
адмирал,0.000796,2.995732,0.001565
адмиралтейство,0.000245,4.60517,0.000689
адмиральский,6.1e-05,1.89712,0.00024
адриана,6.1e-05,1.966113,0.00024
адъютант,0.000306,1.89712,0.000917
азаний,6.1e-05,2.65926,0.00024
азиатский,6.1e-05,1.771957,0.000135
азия,0.000367,1.139434,0.000509
азов,0.000306,1.347074,0.000917
азовский,0.000184,3.912023,0.00055
акротири,6.1e-05,3.912023,0.000163
акт,0.00049,1.272966,0.000868
активно,6.1e-05,0.579818,8.2e-05
активный,0.000122,4.60517,0.00017
акция,0.000122,2.813411,0.00021
ала,0.000184,3.912023,0.000719
аландский,6.1e-05,1.660731,0.000197
албания,6.1e-05,4.60517,0.000155
александр,0.00202,1.832581,0.002064
александрович,0.000184,2.813411,0.000405
алексеевич,0.000122,4.60517,0.000345
алексей,0.000612,2.813411,0.000825
аллард,0.000245,4.60517,0.000958
алом,6.1e-05,2.120264,0.00024
алфавитный,0.000122,4.60517,0.000479
алфавитувикипедия,6.1e-05,3.506558,0.000102
алфавитуфлаг,6.1e-05,1.609438,0.00024
алый,0.000612,1.237874,0.002395
альбом,0.000857,1.139434,0.002064
альпинизм,6.1e-05,3.912023,0.000215
альтернатива,6.1e-05,2.407946,0.000163
альтернативный,6.1e-05,4.60517,0.000135
алярд,0.000551,1.771957,0.002156
америка,0.000122,4.60517,0.00014
американский,0.000429,3.912023,0.000333
амстердам,0.000612,4.60517,0.002147
амстердамский,6.1e-05,2.525729,0.00024
анализировать,6.1e-05,0.941609,0.000183
аналог,6.1e-05,1.427116,0.000141
аналогичный,0.000306,3.912023,0.000493
анатолий,6.1e-05,3.912023,0.000105
англ,6.1e-05,1.272966,2.8e-05
английский,6.1e-05,0.527633,5.8e-05
