Term,TF,IDF,TF-IDF
абдель,0.000203,2.995732,0.000654
абер,0.000203,4.60517,0.000795
абориген,0.000203,0.941609,0.000609
абрамович,0.000203,3.912023,0.000572
абу,0.000813,0.820981,0.001872
авария,0.00122,4.60517,0.003244
август,0.004879,2.65926,0.001954
авербах,0.000203,1.347074,0.000795
аверелла,0.000203,1.514128,0.000795
авиабаза,0.000203,1.832581,0.000654
авиакатастрофа,0.000407,1.021651,0.001144
авианосный,0.000407,4.60517,0.001591
авиаперелёт,0.000203,0.867501,0.000795
авиация,0.001016,0.494296,0.001743
авив,0.000203,0.867501,0.000572
австралийский,0.00122,4.60517,0.002314
австралия,0.000407,1.021651,0.000799
австрийский,0.000407,0.994252,0.000697
австрия,0.00122,0.653926,0.001691
автогонки,0.000407,2.207275,0.001591
автогонщик,0.000203,1.771957,0.000572
автоматический,0.000407,3.218876,0.00072
автомобиль,0.00122,1.427116,0.002235
автономия,0.000203,0.776529,0.00049
автор,0.001016,4.60517,0.000906
авторский,0.000407,1.832581,0.00083
агент,0.000203,0.84397,0.000513
агне,0.000203,3.912023,0.000795
адамович,0.000203,2.407946,0.000713
администрация,0.000203,2.995732,0.000338
адмирал,0.000407,1.714798,0.000799
адрес,0.000407,0.415515,0.000616
азлк,0.000203,1.347074,0.000795
акино,0.00061,2.120264,0.002386
акинфей,0.000203,0.094311,0.000713
акир,0.000203,0.544727,0.000795
акт,0.001016,3.912023,0.001801
актриса,0.005692,4.60517,0.010799
актёр,0.00244,1.07881,0.003926
актёрский,0.000203,0.733969,0.000713
акция,0.00061,2.65926,0.001046
алан,0.000203,0.916291,0.000386
алекс,0.000407,1.660731,0.000897
александр,0.001016,0.71335,0.001038
александрович,0.000813,4.60517,0.001795
алексеевич,0.000407,3.506558,0.001144
алексей,0.000203,2.120264,0.000274
али,0.000407,2.120264,0.00072
алфавит,0.000203,0.634878,0.000415
аль,0.000203,0.967584,0.000386
альбервиль,0.000203,1.89712,0.000795
альбом,0.000203,0.653926,0.00049
альва,0.000407,3.912023,0.001591
альпинист,0.000203,3.912023,0.000609
алёша,0.000203,2.407946,0.000795
аманда,0.000407,0.634878,0.001218
амедео,0.000407,1.660731,0.001591
америка,0.000813,2.813411,0.000927
американец,0.000203,4.60517,0.000373
американский,0.008742,0.733969,0.006788
амритсар,0.000407,1.89712,0.001591
амс,0.000407,2.207275,0.001872
анатолий,0.000203,1.832581,0.000349
англ,0.000203,0.072571,9.4e-05
англиканский,0.000407,1.560648,0.001426
ангола,0.000203,1.966113,0.000654
анджелиса,0.000203,3.912023,0.000795
андреевич,0.000407,2.995732,0.001144
андрей,0.001016,2.995732,0.001863
анна,0.000203,2.407946,0.00036
анри,0.000203,1.714798,0.000713
ансальдь,0.000203,1.89712,0.000795
антарктида,0.000407,1.514128,0.001426
анти,0.000203,3.912023,0.000936
антильский,0.000407,1.832581,0.001591
антон,0.000813,1.966113,0.001724
апрель,0.005489,1.966113,0.001727
араб,0.000203,1.347074,0.000513
аравия,0.000407,4.60517,0.000697
арбатр,0.000203,1.832581,0.000795
аргентина,0.000407,2.302585,0.000771
аргентинский,0.00061,1.832581,0.001346
арена,0.000203,1.07881,0.000431
арестовать,0.000407,3.218876,0.000771
арлена,0.000203,2.040221,0.000936
арми,0.000203,0.105361,0.000713
армия,0.000203,1.560648,0.000186
армянский,0.000203,3.912023,0.00036
арсениевич,0.000407,3.912023,0.001591
артертон,0.000203,2.525729,0.000795
арто,0.000203,1.771957,0.000795
аруба,0.000407,2.120264,0.001426
архив,0.000203,1.021651,0.000208
ас,0.000203,1.660731,0.000713
ассизя,0.000203,0.040822,0.000795
ассоциация,0.000407,1.660731,0.00083
астронавт,0.000203,2.120264,0.000541
атаковать,0.000407,0.385662,0.001027
атлантический,0.000407,2.65926,0.001081
атомный,0.000407,3.912023,0.000897
атомоход,0.000203,2.407946,0.000795
атрибуция,0.000203,2.525729,0.000936
атташе,0.000203,2.995732,0.000795
аугусто,0.000203,3.912023,0.000713
афганистан,0.00122,4.60517,0.001963
афганский,0.00183,2.995732,0.003471
афины,0.000203,4.60517,0.000609
африка,0.000407,2.813411,0.000616
ахмедович,0.000203,2.995732,0.000936
ачехский,0.000203,2.040221,0.000795
аэропорт,0.00061,1.660731,0.001199
аэс,0.001016,4.60517,0.003045
бабрак,0.000203,2.040221,0.000795
багаж,0.000203,2.302585,0.000713
баженов,0.000203,0.798508,0.000795
база,0.000407,2.040221,0.00049
байнс,0.000407,3.912023,0.001591
байт,0.000203,1.714798,0.000513
балажа,0.000203,2.995732,0.000795
балл,0.000407,3.506558,0.001309
баллистический,0.000407,2.207275,0.001218
бангладеш,0.000813,3.218876,0.001958
барлоу,0.000407,4.60517,0.001591
баррель,0.000407,1.609438,0.001309
барселона,0.000407,2.995732,0.001309
бартон,0.000203,3.218876,0.000795
бас,0.000203,1.660731,0.000713
баскетболист,0.000203,3.218876,0.000713
батлер,0.000203,3.912023,0.000572
бахрейн,0.000203,1.07881,0.000449
баяр,0.000203,3.912023,0.000795
бедный,0.000203,0.371064,0.000468
бежать,0.00061,1.272966,0.001081
