Term,TF,IDF,TF-IDF
август,0.00113,0.173925,0.000197
авраам,0.00226,2.0,0.00452
аврам,0.00113,2.0,0.00226
авторство,0.00113,0.040959,4.6e-05
адам,0.00452,0.920819,0.004162
александр,0.00113,0.443697,0.000501
александрийский,0.00339,1.69897,0.005759
антиохийский,0.00113,2.0,0.00226
архивировать,0.00565,0.124939,0.000706
беда,0.00113,1.30103,0.00147
библейский,0.00226,1.221849,0.002761
библия,0.00113,2.0,0.00226
библиявикипедия,0.00113,2.0,0.00226
бог,0.00113,0.886057,0.001001
богослов,0.00113,1.221849,0.001381
болгария,0.00113,0.744727,0.000841
брак,0.00113,0.823909,0.000931
быт,0.00113,1.09691,0.001239
важный,0.00113,0.443697,0.000501
вариант,0.00226,0.537602,0.001215
ватикан,0.00226,1.39794,0.003159
ватиканский,0.00113,1.69897,0.00192
ввести,0.00113,0.376751,0.000426
век,0.00452,0.173925,0.000786
величина,0.00113,0.886057,0.001001
версия,0.00565,0.022276,0.000126
весь,0.00113,0.229148,0.000259
вечер,0.00113,1.522879,0.001721
взять,0.00113,0.420216,0.000475
византийский,0.00791,0.769551,0.006087
византия,0.00452,1.30103,0.00588
викидать,0.00113,0.036212,4.1e-05
викимедиа,0.00113,0.040959,4.6e-05
википедия,0.00678,0.031517,0.000214
возможный,0.00113,0.468521,0.000529
возраст,0.00113,0.744727,0.000841
волшебный,0.00113,0.327902,0.000371
вообще,0.00113,0.657577,0.000743
восхотеть,0.00113,2.0,0.00226
впоследствии,0.00113,0.69897,0.00079
временник,0.00113,2.0,0.00226
временной,0.00226,0.537602,0.001215
времяисчисление,0.00113,2.0,0.00226
вселенский,0.00113,1.69897,0.00192
встречаться,0.00113,0.769551,0.00087
вторник,0.00113,1.39794,0.00158
второй,0.00113,0.173925,0.000197
вульгата,0.00113,2.0,0.00226
выбор,0.00113,0.69897,0.00079
вывод,0.00113,0.568636,0.000643
выход,0.00113,0.537602,0.000607
выходить,0.00113,0.619789,0.0007
вычислить,0.00226,1.522879,0.003442
вычисляться,0.00226,1.522879,0.003442
гавриил,0.00113,1.30103,0.00147
год,0.061017,0.008774,0.000535
господин,0.00113,1.30103,0.00147
грех,0.00113,2.0,0.00226
греческий,0.00113,0.886057,0.001001
давать,0.00113,0.49485,0.000559
давид,0.00226,1.0,0.00226
дата,0.015819,0.055517,0.000878
датировка,0.00339,1.69897,0.005759
дать,0.00113,0.236572,0.000267
два,0.00113,0.207608,0.000235
дева,0.00113,1.522879,0.001721
девяносто,0.00113,1.69897,0.00192
девятеричный,0.00113,2.0,0.00226
девятый,0.00113,1.221849,0.001381
действовать,0.00113,0.022276,2.5e-05
декабрь,0.00226,0.107905,0.000244
день,0.015819,0.124939,0.001976
десятеричный,0.00113,2.0,0.00226
диоклетиан,0.00226,2.0,0.00452
дионисий,0.00113,1.69897,0.00192
днейстраница,0.00113,2.0,0.00226
должный,0.00113,0.21467,0.000243
дониня,0.00113,2.0,0.00226
дополнительный,0.00113,0.036212,4.1e-05
достопочтенный,0.00113,2.0,0.00226
доступный,0.00113,0.022276,2.5e-05
древнерусский,0.00226,1.522879,0.003442
древний,0.00226,0.69897,0.00158
другой,0.00339,0.004365,1.5e-05
ещё,0.00113,0.017729,2e-05
жизнь,0.00113,0.327902,0.000371
журнал,0.00113,0.481486,0.000544
заглавный,0.00113,0.022276,2.5e-05
замена,0.00113,0.769551,0.00087
западный,0.00113,0.366532,0.000414
записьвойти,0.00113,0.031517,3.6e-05
зарегистрировать,0.00113,0.031517,3.6e-05
зарождение,0.00113,1.30103,0.00147
заявление,0.00113,0.022276,2.5e-05
земля,0.00113,0.309804,0.00035
знак,0.00113,0.022276,2.5e-05
значительно,0.00226,0.356547,0.000806
иерусалим,0.00113,0.958607,0.001083
извержение,0.00113,2.0,0.00226
